Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2015Q1,72,Accommodation and Food Services,2021
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2016Q1,72,Accommodation and Food Services,2181
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2017Q1,72,Accommodation and Food Services,2388
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2018Q1,72,Accommodation and Food Services,2427
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2020Q1,72,Accommodation and Food Services,2931
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2019Q1,72,Accommodation and Food Services,2450
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2015Q2,72,Accommodation and Food Services,2084
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2017Q2,72,Accommodation and Food Services,2222
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2021Q1,72,Accommodation and Food Services,2363
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2016Q2,72,Accommodation and Food Services,2165
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2018Q2,72,Accommodation and Food Services,2305
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2019Q2,72,Accommodation and Food Services,2366
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2020Q2,72,Accommodation and Food Services,1929
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2021Q2,72,Accommodation and Food Services,2697
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2017Q3,72,Accommodation and Food Services,2314
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2016Q3,72,Accommodation and Food Services,2337
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2015Q3,72,Accommodation and Food Services,2252
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2018Q3,72,Accommodation and Food Services,2313
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2019Q3,72,Accommodation and Food Services,2465
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2020Q3,72,Accommodation and Food Services,2462
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2021Q3,72,Accommodation and Food Services,2828
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2015Q4,72,Accommodation and Food Services,2156
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2017Q4,72,Accommodation and Food Services,2312
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2016Q4,72,Accommodation and Food Services,2217
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2018Q4,72,Accommodation and Food Services,2378
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2019Q4,72,Accommodation and Food Services,2455
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2020Q4,72,Accommodation and Food Services,2572
Earnings,Montgomery WIA,Maryland Average Earnings by Industry,2021Q4,72,Accommodation and Food Services,0
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2016Q1,72,Accommodation and Food Services,39
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2015Q1,72,Accommodation and Food Services,663
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2017Q1,72,Accommodation and Food Services,98
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2018Q1,72,Accommodation and Food Services,-97
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2020Q1,72,Accommodation and Food Services,-7831
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2019Q1,72,Accommodation and Food Services,50
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2017Q2,72,Accommodation and Food Services,1351
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2015Q2,72,Accommodation and Food Services,1617
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2016Q2,72,Accommodation and Food Services,1770
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2021Q1,72,Accommodation and Food Services,570
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2018Q2,72,Accommodation and Food Services,1442
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2019Q2,72,Accommodation and Food Services,1224
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2016Q3,72,Accommodation and Food Services,-799
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2020Q2,72,Accommodation and Food Services,-3471
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2015Q3,72,Accommodation and Food Services,-710
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2021Q2,72,Accommodation and Food Services,3393
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2018Q3,72,Accommodation and Food Services,-559
Job Change,Montgomery WIA,Maryland Job Net Change by Industry,2017Q3,72,Accommodation and Food Services,-1009
