Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2015Q1,72,Accommodation and Food Services,1336
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2016Q1,72,Accommodation and Food Services,1375
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2017Q1,72,Accommodation and Food Services,1469
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2018Q1,72,Accommodation and Food Services,1524
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2015Q2,72,Accommodation and Food Services,1505
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2019Q1,72,Accommodation and Food Services,1516
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2021Q1,72,Accommodation and Food Services,1767
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2016Q2,72,Accommodation and Food Services,1514
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2020Q1,72,Accommodation and Food Services,1752
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2017Q2,72,Accommodation and Food Services,1542
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2018Q2,72,Accommodation and Food Services,1584
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2015Q3,72,Accommodation and Food Services,1558
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2020Q2,72,Accommodation and Food Services,1351
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2021Q2,72,Accommodation and Food Services,2030
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2016Q3,72,Accommodation and Food Services,1615
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2019Q2,72,Accommodation and Food Services,1626
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2018Q3,72,Accommodation and Food Services,1662
Earnings,Susquehanna WIA,Maryland Average Earnings by Industry,2019Q3,72,Accommodation and Food Services,1705
