Measure,Location,Indicator,Time,Indicator_Status,Indicator_Value,Amount,Unemployment_Rate
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2021Q1,72,Accommodation and Food Services,1667
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2015Q1,72,Accommodation and Food Services,1304
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2016Q1,72,Accommodation and Food Services,1349
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2019Q1,72,Accommodation and Food Services,1458
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2018Q1,72,Accommodation and Food Services,1418
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2017Q1,72,Accommodation and Food Services,1378
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2015Q2,72,Accommodation and Food Services,1429
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2020Q1,72,Accommodation and Food Services,1648
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2018Q2,72,Accommodation and Food Services,1552
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2016Q2,72,Accommodation and Food Services,1457
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2019Q2,72,Accommodation and Food Services,1644
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2017Q2,72,Accommodation and Food Services,1482
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2020Q2,72,Accommodation and Food Services,1254
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2021Q2,72,Accommodation and Food Services,1960
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2017Q3,72,Accommodation and Food Services,1503
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2018Q3,72,Accommodation and Food Services,1596
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2016Q3,72,Accommodation and Food Services,1528
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2015Q3,72,Accommodation and Food Services,1449
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2020Q3,72,Accommodation and Food Services,1808
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2019Q3,72,Accommodation and Food Services,1613
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2021Q3,72,Accommodation and Food Services,1976
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2015Q4,72,Accommodation and Food Services,1485
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2016Q4,72,Accommodation and Food Services,1479
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2017Q4,72,Accommodation and Food Services,1517
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2018Q4,72,Accommodation and Food Services,1584
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2019Q4,72,Accommodation and Food Services,1636
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2015Q1,72,Accommodation and Food Services,61
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2021Q4,72,Accommodation and Food Services,0
Earnings,Western Maryland WIA,Maryland Average Earnings by Industry,2020Q4,72,Accommodation and Food Services,1793
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2017Q1,72,Accommodation and Food Services,41
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2018Q1,72,Accommodation and Food Services,-6
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2016Q1,72,Accommodation and Food Services,46
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2021Q1,72,Accommodation and Food Services,27
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2020Q1,72,Accommodation and Food Services,-1769
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2019Q1,72,Accommodation and Food Services,62
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2015Q2,72,Accommodation and Food Services,760
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2016Q2,72,Accommodation and Food Services,891
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2017Q2,72,Accommodation and Food Services,724
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2019Q2,72,Accommodation and Food Services,666
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2018Q2,72,Accommodation and Food Services,733
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2020Q2,72,Accommodation and Food Services,-235
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2021Q2,72,Accommodation and Food Services,1142
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2015Q3,72,Accommodation and Food Services,-237
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2017Q3,72,Accommodation and Food Services,-481
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2016Q3,72,Accommodation and Food Services,-352
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2019Q3,72,Accommodation and Food Services,-17
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2018Q3,72,Accommodation and Food Services,-308
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2020Q3,72,Accommodation and Food Services,889
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2021Q3,72,Accommodation and Food Services,77
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2016Q4,72,Accommodation and Food Services,-573
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2015Q4,72,Accommodation and Food Services,-168
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2017Q4,72,Accommodation and Food Services,-289
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2018Q4,72,Accommodation and Food Services,-367
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2019Q4,72,Accommodation and Food Services,-464
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2020Q4,72,Accommodation and Food Services,-331
Job Change,Western Maryland WIA,Maryland Job Net Change by Industry,2021Q4,72,Accommodation and Food Services,0
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2015Q1,72,Accommodation and Food Services,1756
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2018Q1,72,Accommodation and Food Services,1970
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2016Q1,72,Accommodation and Food Services,2052
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2019Q1,72,Accommodation and Food Services,1947
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2017Q1,72,Accommodation and Food Services,1972
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2021Q1,72,Accommodation and Food Services,1632
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2020Q1,72,Accommodation and Food Services,2020
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2018Q2,72,Accommodation and Food Services,3190
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2015Q2,72,Accommodation and Food Services,2873
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2016Q2,72,Accommodation and Food Services,3483
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2017Q2,72,Accommodation and Food Services,3039
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2020Q2,72,Accommodation and Food Services,1419
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2019Q2,72,Accommodation and Food Services,3200
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2021Q2,72,Accommodation and Food Services,3458
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2015Q3,72,Accommodation and Food Services,2711
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2016Q3,72,Accommodation and Food Services,3101
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2017Q3,72,Accommodation and Food Services,2675
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2018Q3,72,Accommodation and Food Services,2835
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2019Q3,72,Accommodation and Food Services,3166
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2020Q3,72,Accommodation and Food Services,2553
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2021Q3,72,Accommodation and Food Services,3370
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2016Q4,72,Accommodation and Food Services,2110
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2015Q4,72,Accommodation and Food Services,2366
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2017Q4,72,Accommodation and Food Services,2325
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2018Q4,72,Accommodation and Food Services,2301
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2020Q4,72,Accommodation and Food Services,1896
Separations,Western Maryland WIA,Maryland Separations by Industry,2015Q1,72,Accommodation and Food Services,1928
New Hires,Western Maryland WIA,Maryland New Hires by Industry,2021Q4,72,Accommodation and Food Services,2746
Separations,Western Maryland WIA,Maryland Separations by Industry,2017Q1,72,Accommodation and Food Services,2165
Separations,Western Maryland WIA,Maryland Separations by Industry,2018Q1,72,Accommodation and Food Services,2193
Separations,Western Maryland WIA,Maryland Separations by Industry,2019Q1,72,Accommodation and Food Services,2103
Separations,Western Maryland WIA,Maryland Separations by Industry,2020Q1,72,Accommodation and Food Services,4014
Separations,Western Maryland WIA,Maryland Separations by Industry,2021Q1,72,Accommodation and Food Services,1804
Separations,Western Maryland WIA,Maryland Separations by Industry,2015Q2,72,Accommodation and Food Services,2755
Separations,Western Maryland WIA,Maryland Separations by Industry,2017Q2,72,Accommodation and Food Services,2731
Separations,Western Maryland WIA,Maryland Separations by Industry,2016Q2,72,Accommodation and Food Services,2995
Separations,Western Maryland WIA,Maryland Separations by Industry,2018Q2,72,Accommodation and Food Services,2863
Separations,Western Maryland WIA,Maryland Separations by Industry,2019Q2,72,Accommodation and Food Services,2970
Separations,Western Maryland WIA,Maryland Separations by Industry,2020Q2,72,Accommodation and Food Services,1942
Separations,Western Maryland WIA,Maryland Separations by Industry,2021Q2,72,Accommodation and Food Services,2891
